90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 , 90, 90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 ,90 , 90, 
90 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , 0, 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,90 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , 90, 
90 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , 0, 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,90 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , 90, 
90 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , 0, 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,90 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , 0, 
90 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , 0, 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,90 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , 0, 
90 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , 0, 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , 186, 
90 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,90 ,90 , 90, 90 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , 90, 
90 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,90 ,0 ,0 , 0, 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,90 ,0 ,0 ,90 ,0 ,0 ,90 ,90 , 90, 
90 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,90 ,0 ,0 ,0 , 0, 0 ,90 ,188 ,188 ,90 ,188 ,188 ,90 ,0 ,0 ,90 ,90 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , 90, 
90 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , 0, 0 ,0 ,189 ,189 ,0 ,189 ,189 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 , 90, 
